Sample Skill,Similar Skills
dlp,isdn(0.9354846477508545),switchconfiguration(0.9333174824714661),enterprisenetworks(0.926560640335083),ciscorouter(0.9194193482398987),fwsm(0.9172918796539307)
projectportfoliomanagement,enterprisebusiness(0.9164741039276123),ppmc(0.9148408770561218),erp/sap(0.9138566255569458),iwr(0.9107342958450317),itilv3(0.9096392393112183)
myworkplan,msvisio(0.8934561610221863),msproject(0.8672640323638916),planview(0.8382876515388489),microsoftproject(0.8344431519508362),visio(0.8087967038154602)
accpac,mspackageincludingexcelandsql(0.9056435227394104),hyperion(0.9047824144363403),oracle erp(0.9013442397117615),vcp(0.8963592052459717),oracler12(0.8931666612625122)
attask,googledocs(0.8342300057411194),vlookup/pivot(0.8323880434036255),project(0.8317069411277771),businessacumenandsustainabilitymanagementitskillsmicrosoftofficesuiteword(0.8304719924926758),foxpro(0.8292858600616455)
jointapplicationdesign,clientpresentations(0.9412207007408142),businessoperation(0.9275363683700562),digitalprinting(0.9222888350486755),sellside(0.9209533929824829),ts16949/iso14001/iso18001(0.9202348589897156)
oracle/crm,businessobjectsxi(0.9322333335876465),informationdesign(0.9155362248420715),services business(0.9134576320648193),sapbusinessobjects(0.911719560623169),udt(0.9070881009101868)
creativethinker,customers requirements(0.9773487448692322),businessdiscussions(0.9757362604141235),teambuildingskills(0.9701552391052246),excellentwrittenandoralcommunication(0.9686647653579712),peoplemanagementskills(0.9686243534088135)
mobileapplicationdevelopment,webapplicationsdevelopment(0.8881908059120178),androidapplicationdevelopment(0.8796237111091614),multithreaded(0.8765930533409119),win32(0.8749588131904602),microsoftstack(0.867651641368866)
mobiledevelopment,androiddevelopment(0.9629732966423035),requirement analysis(0.8873699307441711),graph(0.8801793456077576),microsoftnet(0.8668166995048523),nettechnologies(0.8539268374443054)
effectivecommunications,brainstorming(0.906886637210846),sprintreview(0.9045095443725586),operations/research(0.9027724266052246),createpresentations(0.8941382169723511),functionalconsultancy(0.892533004283905)
riskplanning,budgetplanning(0.9427353739738464),resourceutilization(0.9345692992210388),budgetpreparation(0.9319379925727844),tqm(0.9292008876800537),leansixsigma(0.9261221885681152)
wiring,soldering(0.9223869442939758),adviseclients(0.902474582195282),cdl(0.8905598521232605),training/development(0.8892316222190857),closecoordination(0.8859663605690002)
gatherrequirements,erppackage(0.9140735268592834),datacommunication(0.9053936004638672),advancedexcelfunctions(0.89801424741745),sapmobile(0.897197425365448),primavera(0.8841608762741089)
createpresentations,development process(0.9336801767349243),dodd frank(0.9220102429389954),wbs(0.921958863735199),sarbanesoxley(0.9210789799690247),adventgeneva(0.9166767597198486)
fim,scopemanagement(0.9057298302650452),analysingmarket(0.9030134081840515),frm(0.9021373987197876),knowledgemanagement(0.8984993696212769),itgovernance(0.891453742980957)
datamarts,datatransformation(0.9673821330070496),dimensionalmodeling(0.9621243476867676),informaticapowercentre(0.9605010151863098),elt(0.9517263174057007),informaticadataquality(0.9495111703872681)
cmdb,tivoli(0.9024875164031982),ibmmdm(0.8989456295967102),ibmlotusnotes(0.8980150818824768),qualitystage(0.8935303688049316),cdi(0.8801682591438293)
vb6,wwf(0.9351410865783691),eventhandling(0.923050045967102),mvc3(0.9225258231163025),razorviewengine(0.9199597835540771),j query(0.9115381240844727)
storagetechnologies,ipx(0.9510639905929565),microsoftoperatingsystems(0.9364760518074036),ciscomds(0.9348745942115784),ciscoucs(0.9328949451446533),wi fi(0.9320542812347412)
virtualoffice,qualitydelivery(0.8278088569641113),clientinterfacing(0.8272591829299927),handlingmultipleprojects(0.8222357034683228),resultorientedapproach(0.8206900954246521),engineeringteams(0.8197910189628601)
spring jsf,oracle plsql(0.9558082818984985),strutsmvc(0.9436790347099304),weblogic11g(0.9417762160301208),scripts sql(0.9395971298217773),java18(0.9388807415962219)
richfaces,primefaces(0.9741559028625488),ormhibernate(0.9579909443855286),itext(0.9574711322784424),rsm(0.9555522203445435),web services(0.9529613256454468)
primefaces,googlewebtoolkit(0.9785075783729553),richfaces(0.9741562008857727),web services(0.9692099690437317),react js(0.967556357383728),spring boot(0.9666962027549744)
c coding,assignedtargets(0.7147672176361084),domaincompetencies(0.6974506974220276),gbu(0.6959978342056274),resultdriven(0.6846702098846436),workingunderpressure(0.6808342337608337)
ioc,struts1x(0.9686492681503296),springcore(0.9618388414382935),restfulservices(0.9581882357597351),ibatis(0.9494735598564148),dao(0.9415262937545776)
netbeanside,wamp(0.9357576966285706),xampp(0.918006420135498),database:sql(0.9006103277206421),sqlite(0.8960838913917542),web(0.8779312372207642)
service orientedarchitecture,rsm(0.8922296762466431),micro services(0.8901365399360657),micro service(0.881107747554779),paymentgatewayintegration(0.8808844089508057),googleguice(0.8645321130752563)
ibmrationalapplicationdeveloper,wid(0.9506566524505615),websphereportalserver(0.945507287979126),rubymine(0.9380148649215698),eap(0.9367890357971191),ibmrsa(0.9361293315887451)
kepler,rdz(0.9364108443260193),java swings(0.9310222864151001),ibmrsa(0.9288069009780884),wid(0.9232186079025269),weblogicportal(0.9222670197486877)
appscan,iseries(0.8880032896995544),fortify(0.8872057199478149),cmake(0.8870065808296204),serena(0.8862233757972717),gdb(0.8850005269050598)
angular 2,frontendtechnologies(0.9645016193389893),back enddeveloper(0.9571874141693115),ecma(0.9542880654335022),underscorejs(0.9497354030609131),oojs(0.9470940828323364)
workingunderpressure,result oriented(0.8693782091140747),greatinterpersonalskills(0.8573516607284546),highlyself motivated(0.8556929230690002),pro active(0.8525730967521667),attentiontodetails(0.8500063419342041)
developbusiness,oss(0.9275981783866882),jvm(0.890726625919342),modernization(0.8631019592285156),design design(0.8305513262748718),applicationdeployment(0.8298047780990601)
rhel,redhatlinux(0.9863874316215515),redhat(0.9699351191520691),sunsolaris(0.9551188945770264),vsphere(0.952447235584259),filesystems(0.9521458148956299)
data pump,baan iv(0.8496459126472473),oraclestreams(0.8480390906333923),owsm(0.8394277095794678),export/import(0.8296159505844116),exadata(0.8283515572547913)
baan iv,oraclestreams(0.9026284217834473),oracleservicebus(0.8694628477096558),customerquality(0.8630246520042419),exadata(0.8620627522468567),tivoliworkloadscheduler(0.8596413731575012)
winrar,sqlserver2000(0.8942403197288513),fileserver(0.880329966545105),dbu(0.8770058155059814),iptables(0.8733528256416321),windows9x/nt/2000/xp/2003serverandworkstation(0.8679423928260803)
hpservicemanager,emctools(0.9510456323623657),novell(0.9090183973312378),osconcepts(0.9062540531158447),helpmanagement(0.9033266305923462),symantecendpointprotection(0.8967635631561279)
chill,rdbms/odbms(0.8596985936164856),sqlserver2000(0.8460819125175476),dbu(0.8365981578826904),rumba(0.834840714931488),2005(0.806598961353302)
ibminfospheredatastage,databaseadministration/developmenttoolssqlservermanagementstudio(0.9598061442375183),informaticadataquality(0.9543307423591614),informaticamdm(0.940611720085144),datatransformation(0.9384549856185913),storedprocedures&functions(0.9371029734611511)
ibminfosphere,ibmutilities(0.9304558038711548),star schema(0.9253987669944763),ispf(0.9196717143058777),ibmcognos(0.9068729281425476),ibminfospheredatastage(0.9044511318206787)
mload,controlm(0.9270724654197693),pip(0.9171310067176819),hpprinter(0.9122353196144104),customerquality(0.9064381718635559),actuate(0.8986787796020508)
fload,databaseschemas(0.9000785946846008),ods(0.883533775806427),dts(0.875117838382721),ooa(0.8677042126655579),sqlprofiler(0.8638352155685425)
bteq,enterprisemanager(0.9526827931404114),sqlloader(0.9452580213546753),sqlnavigator(0.9427021741867065),jobscheduling(0.9394553303718567),awr(0.9392499327659607)
tpump,oraclerdbms(0.9534356594085693),teradata(0.9447742104530334),schema(0.9322536587715149),sqlloader(0.9311206340789795),powercenter(0.9258019328117371)
netezza,etlprocesses(0.9658523797988892),slowlychangingdimensions(0.9648241996765137),sqlscripting(0.9588613510131836),workflowmanager(0.9519476294517517),etltool(0.9516634941101074)
etltool,dw(0.9593472480773926),etlprocesses(0.9585391283035278),oltp(0.9581555724143982),dataextraction(0.9541164636611938),netezza(0.9516635537147522)
elt,informaticapowercentre(0.9589288234710693),datamarts(0.9517263174057007),rdm(0.9516915082931519),datatransformation(0.9410814642906189),informaticadataquality(0.9370501041412354)
jobscheduling,pentaho(0.9533780217170715),bteq(0.9394553303718567),rdbmsdatabase(0.9349092841148376),sql*plus(0.9264046549797058),sqlnavigator(0.9246429204940796)
controlm,hpprinter(0.9293173551559448),mload(0.927072286605835),indextuningwizard(0.9263034462928772),owb(0.9188119769096375),sqlserveranalysisservices(0.9185289740562439)
deliveringqualityproducts,infovista(0.8157632350921631),changeman(0.8124282956123352),ssms(0.7810639142990112),servicenow(0.7732862234115601),winrunner(0.7714755535125732)
sqlazure,silverlight(0.927628755569458),windowsazure(0.9045650959014893),azure(0.8933672904968262),hdinsight(0.892693817615509),azure sql(0.8925773501396179)
documentdb,itg(0.9385695457458496),amazonaws(0.9265592694282532),azurecloud(0.9244338274002075),dynatrace(0.9207236170768738),redshift(0.9124947190284729)
azureservicebus,adfs(0.9246925711631775),documentdb(0.9123828411102295),hdinsight(0.9001020789146423),datastax(0.8900848627090454),corn(0.8880390524864197)
codequalitytools,jenkinsci(0.9741038680076599),makefile(0.9566300511360168),unittestingframeworks(0.9534528851509094),crucible(0.9503393173217773),apachehttpserver(0.9499436020851135)
visualstudio2017,visualstudio2013(0.9429909586906433),microsoftvisualstudio(0.920041024684906),visualstudionet(0.9199612736701965),visualstudio2010(0.9087558388710022),visualstudio2005(0.9067947268486023)
restfulwebservice,apachemaven(0.950999915599823),restapis(0.9448237419128418),enterpriseapplicationdevelopment(0.9422754049301147),objectrelationalmapping(0.9397320747375488),unittests(0.9371004700660706)
atg,webspheremq(0.9376614093780518),hawkeye(0.9199302196502686),webspheremessagebroker(0.9040643572807312),ibmintegration(0.892230749130249),varnish(0.8904634118080139)
systemarchitecture,businessprocessmodeling(0.9302104711532593),testdesign(0.9269760251045227),effortestimation(0.9199514389038086),pega(0.9198574423789978),processdocumentation(0.9192876219749451)
design,enterprisesolutions(0.9067275524139404),webapplications(0.87649005651474),software(0.8721312284469604),onlinebilling(0.8669201135635376),development(0.8633847832679749)
development,softwareanalysis(0.9318651556968689),object orientedanalysis(0.9201549887657166),web basedapplications(0.9164413809776306),full stack(0.9142749905586243),object orientedprogramming(0.9071229100227356)
moss,nintex(0.9377670288085938),sharepointonline(0.9274130463600159),infopath(0.9216650128364563),biztalk(0.9025408625602722),biztalkserver(0.9014388918876648)
wss,sharepoint2013(0.9151774644851685),scom(0.9050316214561462),analysisservices(0.8966407775878906),csom(0.8964154124259949),moss(0.8893943428993225)
sharepointonline,moss(0.9274132251739502),azure sql(0.920150876045227),fastsearch(0.8960301876068115),sharepointserver(0.8938229084014893),nintex(0.8816418647766113)
wcfservices,netmvc(0.9741870164871216),netframework(0.9735541343688965),xamarin(0.9711481332778931),mvc web(0.9707709550857544),webforms(0.9660751223564148)
webparts,biztalk(0.8984766006469727),sharepoint2013(0.8983612060546875),csom(0.8731802701950073),biztalkserver(0.8644905090332031),windowsapplication(0.8624017238616943)
contentmanagementsystems,contentmanagementsystem(0.937508225440979),logos(0.9131972193717957),psd(0.8845816850662231),webcontent(0.8620622158050537),hybriddevelopment(0.8613731861114502)
stylesheets,codeigniter(0.9597180485725403),symfony(0.9532938003540039),cascading(0.942589521408081),bootstrap(0.9420754313468933),phpframework(0.9411076903343201)
csom,sharepoint2013(0.9264268279075623),infopathforms(0.9114749431610107),activex(0.909720778465271),silverlight(0.9033869504928589),wss(0.8964154720306396)
analyzingflow,projectevaluation(0.8603121638298035),erptools(0.849925696849823),usersupport(0.8416274785995483),endusersupport(0.8354183435440063),jobanalysis(0.834084689617157)
distributormanagement,outsourcing(0.9316884875297546),taleo(0.919407844543457),procurementmanagement(0.9179586172103882),seniorprofessional(0.9169599413871765),agencydevelopment(0.9092438220977783)
upselling,irda(0.9779072999954224),qualitycustomerservice(0.9760518074035645),vendordevelopment(0.9743052124977112),incentive(0.974290132522583),management sales(0.9701648354530334)
generalledgeraccounting,r2r(0.9807100296020508),bankaccounting(0.96602863073349),chartofaccounts(0.9647331833839417),sarbanes oxley(0.9589217901229858),taxaudit(0.9579079151153564)
fixedassetaccounting,fundmanagement(0.924410879611969),sabrix(0.9156882762908936),preparingfinancialstatements(0.9111114740371704),non bpo(0.9054045677185059),statutoryaudit(0.9017284512519836)
fixedasset,closingmanagement(0.9873546361923218),reconciliations(0.9489239454269409),costcenteraccounting(0.9471163749694824),incometax(0.9369602799415588),journalentries(0.9368164539337158)
assetaccounting,costcenteraccounting(0.9607776403427124),expensereports(0.9468104243278503),bankaccounting(0.9456880688667297),accountingreports(0.9436277747154236),fi gl(0.943423330783844)
winforms,aspnetmvc(0.9748948812484741),aspnet mvc(0.9739152193069458),adonet(0.9722338914871216),microsoftnet(0.9720803499221802),nettechnologies(0.9718111753463745)
angular6,angular2(0.9627405405044556),angular7(0.9596551060676575),angular5(0.9563426375389099),angular4(0.9533852338790894),javascript angular(0.950217068195343)
aspnetcore,azureapi(0.9637069702148438),sql server2016(0.9595336318016052),mvc5(0.9573759436607361),kendoui(0.953777015209198),aspnetwebapi(0.9523056149482727)
failover,dmz(0.9692512154579163),checkpointfirewall(0.9689905643463135),wanoptimization(0.9662211537361145),ids(0.9636580348014832),kerberos(0.9619766473770142)
winstallation,databaseadministration(0.9131775498390198),dbadministration(0.9029422402381897),import(0.8825179934501648),obiee(0.876887321472168),oracledatabaseadministration(0.8733076453208923)
managingdatabase,cognosbi(0.9258714914321899),application development(0.9008874893188477),play(0.896013617515564),datawarehousearchitecture(0.8878573179244995),dataquality(0.8815958499908447)
ticketingtool,windowsserver 2003(0.9376852512359619),rhel(0.9327387809753418),ticketing(0.925882875919342),centos(0.9257290959358215),windows/nt(0.9240293502807617)
itservicemanagement,mesos(0.9176395535469055),bladelogic(0.9153991937637329),openstack(0.9053797721862793),awscloudformation(0.9014915227890015),datastax(0.8974068760871887)
